airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Etihad,DXB,JFK,11000,11,Sat,0,6.36,False,0,0,259,350,0.741,3838.5
British Airways,DXB,SIN,5900,4,Sat,5,7.51,False,0,0,232,350,0.665,2824.41
Turkish Airlines,DXB,FRA,4800,5,Fri,12,5.58,False,0,0,223,350,0.637,2595.23
Emirates,DXB,BKK,4900,2,Tue,4,5.73,False,0,0,217,350,0.622,2579.11
Singapore Airlines,DXB,BOM,1900,11,Tue,14,5.01,False,0,0,272,350,0.78,2385.21
Singapore Airlines,DXB,NRT,7900,5,Thu,23,5.37,False,0,0,208,350,0.595,2972.84
Turkish Airlines,DXB,SYD,12000,2,Tue,10,6.83,False,0,0,291,350,0.833,4269.77
Singapore Airlines,DXB,SYD,12000,1,Thu,15,4.52,True,0,0,269,350,0.769,4086.56
British Airways,DXB,CDG,5200,9,Thu,0,4.24,False,0,0,260,350,0.743,2875.78
British Airways,DXB,BOM,1900,6,Sun,20,5.77,True,1,80,333,350,0.952,2671.39
Singapore Airlines,DXB,JFK,11000,3,Mon,5,8.01,False,0,0,307,350,0.878,4217.24
Etihad,DXB,CDG,5200,4,Fri,7,6.64,False,0,0,212,350,0.608,2597.24
Etihad,DXB,LHR,5500,9,Sat,5,6.06,False,0,0,237,350,0.678,2788.26
Turkish Airlines,DXB,NRT,7900,3,Mon,19,7.06,False,0,0,233,350,0.669,3148.62
Qatar Airways,DXB,BOM,1900,12,Wed,14,2.79,True,0,0,286,350,0.819,2449.52
Emirates,DXB,LHR,5500,9,Mon,23,6.24,False,0,0,204,350,0.584,2590.69
Emirates,DXB,BOM,1900,4,Wed,3,5.2,False,1,59,174,350,0.497,1913.56
Qatar Airways,DXB,LHR,5500,12,Wed,10,3.9,True,1,56,299,350,0.854,3159.09
Emirates,DXB,BOM,1900,9,Thu,2,5.98,False,0,0,340,350,0.973,2706.34
Emirates,DXB,BOM,1900,3,Tue,19,10.0,False,0,0,180,350,0.516,1945.61
Qatar Airways,DXB,SYD,12000,4,Sun,6,6.46,False,0,0,234,350,0.67,3800.7
Turkish Airlines,DXB,JFK,11000,8,Tue,22,6.36,False,0,0,218,350,0.624,3516.63
Emirates,DXB,CDG,5200,10,Wed,7,6.72,False,0,0,160,350,0.459,2288.69
Etihad,DXB,SYD,12000,8,Sat,2,3.07,False,0,0,144,350,0.414,3064.98
Qatar Airways,DXB,LHR,5500,1,Sat,7,6.63,True,0,0,301,350,0.861,3172.46
Qatar Airways,DXB,CDG,5200,9,Mon,23,5.32,False,0,0,195,350,0.56,2496.95
Emirates,DXB,FRA,4800,7,Mon,6,7.85,True,1,21,294,350,0.843,3009.32
Emirates,DXB,LHR,5500,8,Thu,18,6.25,False,0,0,219,350,0.628,2684.27
Qatar Airways,DXB,LHR,5500,10,Sun,4,7.22,False,0,0,229,350,0.656,2743.08
Emirates,DXB,LHR,5500,4,Tue,4,6.68,False,0,0,186,350,0.532,2481.23
Emirates,DXB,NRT,7900,3,Sun,8,7.25,False,0,0,274,350,0.783,3422.08
Etihad,DXB,NRT,7900,2,Wed,21,5.68,False,0,0,182,350,0.521,2796.38
Qatar Airways,DXB,SYD,12000,8,Tue,16,5.48,False,0,0,307,350,0.878,4400.96
Emirates,DXB,NRT,7900,5,Fri,16,4.74,False,0,0,193,350,0.552,2869.89
Emirates,DXB,SIN,5900,6,Wed,17,3.89,True,0,0,290,350,0.83,3178.68
Singapore Airlines,DXB,JFK,11000,3,Wed,11,6.8,False,0,0,261,350,0.747,3856.54
Qatar Airways,DXB,NRT,7900,11,Mon,21,8.55,False,0,0,274,350,0.785,3427.27
Emirates,DXB,SIN,5900,7,Thu,4,4.54,True,0,0,330,350,0.944,3422.97
Emirates,DXB,JFK,11000,12,Wed,10,6.91,True,0,0,276,350,0.79,3974.97
Emirates,DXB,SIN,5900,8,Tue,15,7.84,False,0,0,208,350,0.595,2673.29
Etihad,DXB,JNB,6400,8,Wed,2,4.85,False,0,0,244,350,0.699,2978.84
Emirates,DXB,NRT,7900,3,Tue,5,6.61,False,0,0,294,350,0.842,3562.51
Turkish Airlines,DXB,SIN,5900,10,Thu,4,3.06,False,1,50,176,350,0.504,2477.76
Emirates,DXB,BKK,4900,1,Fri,15,8.95,True,0,0,249,350,0.713,2764.83
Emirates,DXB,FRA,4800,3,Wed,9,7.81,False,0,0,263,350,0.752,2826.13
Qatar Airways,DXB,SIN,5900,12,Wed,6,3.14,True,0,0,304,350,0.87,3264.86
Turkish Airlines,DXB,JFK,11000,11,Thu,18,8.07,False,0,0,263,350,0.753,3871.21
Emirates,DXB,JNB,6400,10,Wed,4,5.96,False,0,0,246,350,0.705,2990.95
British Airways,DXB,CDG,5200,3,Sun,20,4.47,False,0,0,303,350,0.867,3131.21
Emirates,DXB,CDG,5200,11,Sun,4,6.0,False,1,144,292,350,0.835,3064.59
Emirates,DXB,SYD,12000,10,Thu,11,6.92,False,0,0,296,350,0.847,4311.31
Etihad,DXB,LHR,5500,8,Sun,14,6.11,False,0,0,263,350,0.752,2945.23
British Airways,DXB,SIN,5900,11,Tue,18,9.28,False,1,44,298,350,0.853,3229.39
Turkish Airlines,DXB,JNB,6400,4,Fri,16,4.92,False,0,0,295,350,0.846,3302.22
Emirates,DXB,SYD,12000,11,Fri,12,8.33,False,1,16,288,350,0.825,4247.12
Singapore Airlines,DXB,NRT,7900,10,Sat,20,8.72,False,0,0,233,350,0.666,3143.12
Emirates,DXB,BOM,1900,3,Wed,17,8.43,False,0,0,249,350,0.712,2271.1
Emirates,DXB,LHR,5500,4,Mon,4,6.04,False,0,0,245,350,0.702,2838.84
Singapore Airlines,DXB,BOM,1900,1,Thu,2,3.85,True,0,0,306,350,0.875,2544.4
Emirates,DXB,BKK,4900,6,Wed,2,8.16,True,0,0,330,350,0.944,3232.94
British Airways,DXB,SYD,12000,11,Sat,15,5.93,False,0,0,269,350,0.77,4090.58
Emirates,DXB,CDG,5200,12,Tue,1,6.47,True,0,0,349,350,0.998,3402.06
Singapore Airlines,DXB,SYD,12000,8,Sun,13,4.3,False,0,0,226,350,0.646,3733.26
Qatar Airways,DXB,FRA,4800,1,Mon,8,4.39,True,0,0,239,350,0.684,2689.46
Emirates,DXB,FRA,4800,7,Sat,9,7.7,True,0,0,350,350,1.0,3326.4
British Airways,DXB,JFK,11000,12,Sat,19,3.37,True,0,0,282,350,0.808,4024.22
Emirates,DXB,FRA,4800,8,Tue,11,2.25,False,0,0,226,350,0.647,2614.01
Qatar Airways,DXB,BOM,1900,12,Mon,14,6.06,True,0,0,336,350,0.962,2688.2
Singapore Airlines,DXB,JNB,6400,2,Mon,5,6.24,False,0,0,191,350,0.546,2640.65
Emirates,DXB,LHR,5500,11,Wed,8,6.29,False,0,0,264,350,0.755,2950.35
Singapore Airlines,DXB,SYD,12000,1,Sat,15,5.28,True,0,0,344,350,0.985,4709.52
Emirates,DXB,LHR,5500,12,Wed,23,3.74,True,0,0,314,350,0.899,3253.44
Singapore Airlines,DXB,SIN,5900,1,Thu,10,5.13,True,0,0,305,350,0.874,3272.86
Emirates,DXB,SYD,12000,3,Thu,4,6.79,False,1,46,208,350,0.596,3588.41
Etihad,DXB,JFK,11000,3,Thu,8,8.85,False,0,0,214,350,0.612,3481.99
Emirates,DXB,BOM,1900,6,Wed,21,4.59,True,0,0,312,350,0.894,2575.08
Qatar Airways,DXB,JFK,11000,9,Sun,3,3.7,False,0,0,302,350,0.865,4181.54
Etihad,DXB,JNB,6400,6,Sat,0,4.51,True,0,0,350,350,1.0,3643.2
Emirates,DXB,CDG,5200,6,Tue,20,6.11,True,0,0,275,350,0.788,2968.89
Etihad,DXB,JNB,6400,2,Sat,16,4.66,False,0,0,213,350,0.611,2783.58
Etihad,DXB,LHR,5500,12,Sat,19,4.97,True,1,47,314,350,0.898,3251.75
British Airways,DXB,BKK,4900,7,Thu,15,5.18,True,1,21,350,350,1.0,3346.2
Emirates,DXB,BOM,1900,2,Fri,5,2.17,False,0,0,225,350,0.643,2156.7
British Airways,DXB,FRA,4800,4,Mon,11,7.25,False,0,0,229,350,0.656,2633.11
Emirates,DXB,JNB,6400,1,Sun,23,1.59,True,0,0,286,350,0.818,3240.56
Emirates,DXB,BOM,1900,2,Tue,12,4.74,False,0,0,297,350,0.849,2500.96
Turkish Airlines,DXB,BOM,1900,7,Fri,23,5.03,True,1,18,335,350,0.958,2681.62
Etihad,DXB,NRT,7900,12,Sun,9,3.29,True,1,48,286,350,0.817,3503.84
Turkish Airlines,DXB,LHR,5500,1,Sun,19,6.86,True,0,0,287,350,0.822,3091.5
Emirates,DXB,JFK,11000,10,Mon,17,5.37,False,1,48,220,350,0.631,3536.39
Emirates,DXB,NRT,7900,5,Sat,4,5.98,False,0,0,263,350,0.752,3348.35
Qatar Airways,DXB,SYD,12000,6,Fri,7,5.67,True,0,0,341,350,0.975,4678.65
Turkish Airlines,DXB,BKK,4900,3,Thu,15,7.82,False,0,0,222,350,0.636,2608.99
Emirates,DXB,SIN,5900,9,Tue,18,4.24,False,0,0,203,350,0.581,2644.81
Emirates,DXB,SYD,12000,11,Fri,1,5.75,False,1,168,321,350,0.92,4521.56
Etihad,DXB,NRT,7900,8,Sat,3,6.08,False,0,0,201,350,0.575,2924.84
Emirates,DXB,JNB,6400,2,Sat,21,6.71,False,0,0,270,350,0.772,3139.67
Etihad,DXB,NRT,7900,11,Fri,23,6.27,False,0,0,275,350,0.786,3429.72
Singapore Airlines,DXB,CDG,5200,5,Wed,2,10.0,False,0,0,166,350,0.474,2320.74
Qatar Airways,DXB,BKK,4900,5,Sat,2,4.87,False,0,0,227,350,0.649,2635.03
Qatar Airways,DXB,BKK,4900,4,Fri,17,5.18,False,0,0,286,350,0.818,2976.48
Turkish Airlines,DXB,BKK,4900,7,Tue,10,3.79,True,1,22,328,350,0.94,3223.57
British Airways,DXB,BOM,1900,4,Fri,10,4.1,False,0,0,326,350,0.933,2639.87
Singapore Airlines,DXB,FRA,4800,7,Sun,7,7.13,True,1,113,303,350,0.866,3055.92
Qatar Airways,DXB,JNB,6400,9,Wed,15,4.45,False,0,0,246,350,0.703,2988.01
Emirates,DXB,SYD,12000,5,Mon,2,4.02,False,0,0,278,350,0.796,4163.34
Qatar Airways,DXB,LHR,5500,7,Fri,23,5.55,True,0,0,317,350,0.908,3272.76
Qatar Airways,DXB,BOM,1900,9,Fri,21,7.05,False,0,0,220,350,0.629,2132.85
Emirates,DXB,SIN,5900,4,Wed,18,8.66,False,0,0,189,350,0.541,2558.54
Etihad,DXB,FRA,4800,10,Tue,4,8.3,False,0,0,251,350,0.72,2761.03
Etihad,DXB,CDG,5200,4,Sun,15,6.1,False,0,0,315,350,0.901,3200.61
British Airways,DXB,FRA,4800,10,Tue,1,7.63,False,1,16,286,350,0.818,2959.87
Emirates,DXB,BKK,4900,4,Sun,20,9.19,False,0,0,268,350,0.767,2874.52
Emirates,DXB,LHR,5500,9,Sun,23,4.47,False,0,0,239,350,0.685,2802.67
Singapore Airlines,DXB,FRA,4800,10,Sun,16,6.45,False,0,0,236,350,0.675,2670.86
Emirates,DXB,LHR,5500,1,Thu,15,5.95,True,0,0,301,350,0.861,3172.17
Etihad,DXB,BKK,4900,4,Tue,16,6.91,False,0,0,246,350,0.705,2747.08
British Airways,DXB,SYD,12000,6,Mon,0,7.73,True,1,23,299,350,0.855,4333.8
Singapore Airlines,DXB,SYD,12000,3,Thu,15,6.28,False,0,0,191,350,0.546,3445.82
Singapore Airlines,DXB,SYD,12000,9,Fri,7,6.03,False,0,0,198,350,0.566,3502.33
Singapore Airlines,DXB,SYD,12000,3,Tue,19,6.45,False,0,0,233,350,0.667,3793.56
Emirates,DXB,SIN,5900,11,Thu,16,6.83,False,0,0,257,350,0.734,2973.59
Qatar Airways,DXB,JNB,6400,11,Mon,17,9.72,False,0,0,199,350,0.571,2696.21
Emirates,DXB,FRA,4800,4,Mon,12,8.05,False,0,0,263,350,0.753,2827.68
Singapore Airlines,DXB,CDG,5200,8,Thu,23,4.24,False,1,18,157,350,0.45,2269.96
Qatar Airways,DXB,LHR,5500,2,Sat,4,5.07,False,0,0,271,350,0.775,2993.42
Qatar Airways,DXB,LHR,5500,11,Mon,11,7.26,False,0,0,198,350,0.566,2553.26
British Airways,DXB,JFK,11000,12,Tue,5,5.13,True,0,0,314,350,0.898,4271.13
Emirates,DXB,CDG,5200,4,Wed,8,7.3,False,0,0,193,350,0.552,2481.9
Qatar Airways,DXB,SIN,5900,2,Sat,2,6.51,False,0,0,171,350,0.489,2447.14
British Airways,DXB,CDG,5200,9,Wed,3,8.23,False,0,0,186,350,0.533,2441.08
Turkish Airlines,DXB,SIN,5900,11,Sat,3,8.57,False,0,0,304,350,0.87,3265.71
Emirates,DXB,BKK,4900,7,Mon,8,5.86,True,0,0,294,350,0.843,3026.87
Singapore Airlines,DXB,NRT,7900,6,Sat,16,7.55,True,0,0,324,350,0.928,3769.11
Singapore Airlines,DXB,SIN,5900,9,Thu,14,4.34,False,0,0,160,350,0.457,2378.29
Emirates,DXB,JNB,6400,12,Mon,10,3.06,True,1,19,326,350,0.933,3494.74
Emirates,DXB,FRA,4800,4,Sun,0,5.95,False,0,0,218,350,0.626,2571.48
Emirates,DXB,JFK,11000,3,Sat,0,6.13,False,1,97,265,350,0.759,3888.09
Singapore Airlines,DXB,SYD,12000,4,Wed,12,6.29,False,0,0,283,350,0.809,4202.25
Emirates,DXB,JNB,6400,3,Sat,9,4.94,False,0,0,241,350,0.689,2957.06
Emirates,DXB,LHR,5500,6,Fri,8,6.5,True,0,0,315,350,0.902,3258.26
Singapore Airlines,DXB,JNB,6400,4,Tue,10,6.18,False,0,0,263,350,0.753,3098.16
Emirates,DXB,BKK,4900,6,Sun,10,6.19,True,0,0,324,350,0.928,3200.22
Singapore Airlines,DXB,CDG,5200,2,Mon,0,7.23,False,1,76,231,350,0.66,2704.32
British Airways,DXB,BKK,4900,3,Wed,3,5.49,False,0,0,180,350,0.516,2364.55
Qatar Airways,DXB,FRA,4800,9,Fri,19,5.17,False,0,0,260,350,0.745,2812.49
Singapore Airlines,DXB,SIN,5900,4,Sat,9,4.88,False,0,0,222,350,0.636,2763.05
Emirates,DXB,BOM,1900,6,Wed,12,2.9,True,1,65,298,350,0.852,2504.87
Singapore Airlines,DXB,FRA,4800,3,Sat,21,6.45,False,0,0,178,350,0.51,2337.87
British Airways,DXB,BKK,4900,7,Fri,16,5.93,True,0,0,342,350,0.979,3304.2
Singapore Airlines,DXB,CDG,5200,6,Mon,16,7.36,True,1,20,273,350,0.78,2952.24
Qatar Airways,DXB,SYD,12000,4,Tue,8,6.0,False,0,0,184,350,0.528,3391.35
Emirates,DXB,SYD,12000,6,Sun,23,6.53,True,0,0,350,350,1.0,4752.0
Etihad,DXB,SYD,12000,3,Tue,7,5.7,False,0,0,249,350,0.714,3928.77
Etihad,DXB,CDG,5200,1,Tue,15,5.2,True,0,0,310,350,0.886,3170.66
Turkish Airlines,DXB,FRA,4800,8,Tue,16,4.29,False,1,25,173,350,0.496,2310.07
Qatar Airways,DXB,SIN,5900,1,Mon,16,5.63,True,0,0,333,350,0.954,3444.67
Singapore Airlines,DXB,NRT,7900,12,Mon,21,5.42,True,1,92,350,350,1.0,3940.2
Singapore Airlines,DXB,SYD,12000,12,Wed,21,4.64,True,0,0,350,350,1.0,4752.0
Singapore Airlines,DXB,SYD,12000,11,Fri,13,8.86,False,1,25,236,350,0.675,3816.36
Emirates,DXB,CDG,5200,6,Thu,14,5.74,True,0,0,299,350,0.855,3106.96
Qatar Airways,DXB,JFK,11000,2,Fri,12,3.87,False,1,57,251,350,0.719,3777.8
British Airways,DXB,BKK,4900,11,Thu,19,6.8,False,1,36,210,350,0.603,2540.2
Singapore Airlines,DXB,LHR,5500,9,Thu,1,5.4,False,0,0,291,350,0.832,3111.28
Singapore Airlines,DXB,NRT,7900,10,Fri,15,8.13,False,0,0,281,350,0.805,3474.27
Emirates,DXB,SIN,5900,3,Thu,6,5.15,False,0,0,282,350,0.807,3129.42
Emirates,DXB,FRA,4800,3,Fri,3,7.21,False,0,0,304,350,0.869,3063.24
Emirates,DXB,CDG,5200,8,Wed,7,6.55,False,0,0,239,350,0.684,2753.87
British Airways,DXB,LHR,5500,10,Tue,17,8.73,False,0,0,209,350,0.599,2623.92
Singapore Airlines,DXB,CDG,5200,9,Sun,2,5.26,False,0,0,278,350,0.796,2985.35
Emirates,DXB,SIN,5900,10,Sat,12,8.56,False,0,0,276,350,0.79,3092.26
Singapore Airlines,DXB,BKK,4900,7,Sun,5,6.0,True,0,0,350,350,1.0,3346.2
Emirates,DXB,JNB,6400,1,Fri,21,5.52,True,0,0,259,350,0.742,3074.03
British Airways,DXB,CDG,5200,9,Sat,23,6.01,False,1,93,243,350,0.695,2775.93
Singapore Airlines,DXB,LHR,5500,6,Fri,5,6.74,True,1,102,291,350,0.833,3113.56
Turkish Airlines,DXB,SYD,12000,1,Wed,19,4.71,True,0,0,295,350,0.846,4307.25
Emirates,DXB,CDG,5200,6,Sun,13,5.36,True,0,0,345,350,0.988,3381.04
Emirates,DXB,NRT,7900,3,Wed,15,4.37,False,0,0,163,350,0.467,2666.66
Emirates,DXB,SYD,12000,11,Tue,9,7.35,False,0,0,182,350,0.521,3373.53
Singapore Airlines,DXB,JFK,11000,7,Thu,4,4.23,True,0,0,350,350,1.0,4554.0
Etihad,DXB,CDG,5200,1,Tue,19,5.01,True,1,95,327,350,0.936,3273.18
Etihad,DXB,CDG,5200,2,Sun,10,5.0,False,0,0,201,350,0.577,2532.09
British Airways,DXB,BOM,1900,6,Tue,21,5.61,True,0,0,254,350,0.727,2297.44
Emirates,DXB,CDG,5200,6,Tue,14,5.96,True,0,0,294,350,0.842,3079.43
British Airways,DXB,LHR,5500,7,Wed,10,2.01,True,1,123,211,350,0.604,2633.31
Qatar Airways,DXB,NRT,7900,2,Fri,16,5.58,False,0,0,246,350,0.705,3236.85
Qatar Airways,DXB,JNB,6400,11,Sat,19,6.89,False,0,0,236,350,0.676,2927.37
Qatar Airways,DXB,BKK,4900,7,Sat,10,5.64,True,1,24,311,350,0.889,3121.23
British Airways,DXB,JNB,6400,9,Wed,18,5.43,False,0,0,230,350,0.659,2890.21
Singapore Airlines,DXB,BKK,4900,12,Sun,20,4.69,True,0,0,294,350,0.84,3022.55
Emirates,DXB,JFK,11000,11,Thu,17,6.26,False,0,0,215,350,0.616,3493.65
Emirates,DXB,SYD,12000,5,Sat,7,4.38,False,0,0,235,350,0.672,3807.11
Emirates,DXB,JNB,6400,12,Tue,6,2.88,True,0,0,242,350,0.694,2967.58
Turkish Airlines,DXB,NRT,7900,6,Thu,17,6.32,True,0,0,281,350,0.804,3473.04
Emirates,DXB,JFK,11000,7,Wed,13,4.46,True,0,0,310,350,0.886,4239.73
Qatar Airways,DXB,JNB,6400,3,Thu,15,7.17,False,0,0,223,350,0.638,2843.63
Turkish Airlines,DXB,NRT,7900,9,Sun,9,3.7,False,0,0,197,350,0.564,2899.0
Emirates,DXB,JFK,11000,3,Thu,7,5.38,False,0,0,252,350,0.721,3783.12
Emirates,DXB,LHR,5500,9,Thu,20,7.55,False,0,0,224,350,0.641,2711.16
Etihad,DXB,SYD,12000,12,Sun,2,4.54,True,0,0,335,350,0.959,4634.09
Etihad,DXB,JNB,6400,1,Mon,4,7.59,True,0,0,300,350,0.859,3331.68
Singapore Airlines,DXB,CDG,5200,4,Thu,6,7.14,False,0,0,234,350,0.67,2725.44
Emirates,DXB,JNB,6400,12,Fri,2,4.09,True,1,30,302,350,0.865,3345.79
Turkish Airlines,DXB,JNB,6400,7,Sat,5,6.83,True,0,0,303,350,0.868,3352.66
Emirates,DXB,LHR,5500,11,Sun,4,7.78,False,0,0,214,350,0.613,2651.59
Emirates,DXB,NRT,7900,4,Sun,21,8.01,False,0,0,312,350,0.894,3686.83
Emirates,DXB,BKK,4900,1,Sat,3,1.87,True,0,0,300,350,0.86,3061.97
Etihad,DXB,JFK,11000,11,Fri,22,5.6,False,0,0,227,350,0.65,3587.63
Turkish Airlines,DXB,FRA,4800,5,Mon,15,7.06,False,0,0,253,350,0.723,2767.7
British Airways,DXB,JFK,11000,2,Fri,10,5.21,False,0,0,166,350,0.474,3103.16
Turkish Airlines,DXB,NRT,7900,12,Sun,20,1.87,True,1,22,350,350,1.0,3940.2
Emirates,DXB,JFK,11000,9,Sun,11,4.15,False,0,0,269,350,0.77,3917.93
Emirates,DXB,LHR,5500,11,Tue,18,6.2,False,0,0,242,350,0.693,2820.33
Emirates,DXB,SIN,5900,5,Sun,23,4.04,False,0,0,248,350,0.71,2921.39
Singapore Airlines,DXB,CDG,5200,8,Mon,16,3.95,False,0,0,176,350,0.505,2384.82
Turkish Airlines,DXB,JNB,6400,3,Sun,16,5.36,False,0,0,278,350,0.796,3191.73
Qatar Airways,DXB,SIN,5900,3,Thu,3,8.02,False,0,0,217,350,0.621,2729.17
Etihad,DXB,NRT,7900,1,Mon,3,3.37,True,0,0,243,350,0.696,3215.38
Etihad,DXB,LHR,5500,10,Tue,15,6.3,False,1,17,179,350,0.511,2439.02
Emirates,DXB,JNB,6400,12,Sun,23,4.03,True,1,24,241,350,0.691,2960.06
Emirates,DXB,CDG,5200,10,Mon,19,7.7,False,1,91,291,350,0.833,3059.92
Singapore Airlines,DXB,LHR,5500,3,Thu,8,5.58,False,0,0,300,350,0.86,3170.34
Singapore Airlines,DXB,BKK,4900,12,Sun,3,6.7,True,0,0,279,350,0.797,2935.01
Emirates,DXB,SYD,12000,10,Fri,19,7.34,False,0,0,327,350,0.936,4566.3
Etihad,DXB,NRT,7900,4,Sun,13,8.73,False,0,0,332,350,0.949,3817.6
Etihad,DXB,FRA,4800,4,Wed,17,9.84,False,0,0,236,350,0.676,2673.97
Qatar Airways,DXB,BKK,4900,1,Sun,10,4.82,True,0,0,329,350,0.941,3226.96
Etihad,DXB,JNB,6400,11,Fri,5,9.27,False,0,0,280,350,0.802,3206.58
British Airways,DXB,FRA,4800,10,Fri,7,7.5,False,0,0,248,350,0.711,2744.52
Turkish Airlines,DXB,BOM,1900,7,Sun,20,4.14,True,0,0,307,350,0.88,2551.4
Emirates,DXB,LHR,5500,7,Sat,7,5.04,True,0,0,333,350,0.954,3367.65
British Airways,DXB,NRT,7900,5,Sun,16,4.27,False,0,0,273,350,0.78,3415.83
Qatar Airways,DXB,LHR,5500,6,Mon,15,6.85,True,0,0,294,350,0.842,3133.7
Etihad,DXB,CDG,5200,11,Fri,16,5.7,False,0,0,227,350,0.651,2684.94
British Airways,DXB,NRT,7900,1,Sun,1,4.96,True,0,0,303,350,0.868,3625.79
Emirates,DXB,JFK,11000,2,Thu,16,3.92,False,0,0,195,350,0.559,3335.53
Singapore Airlines,DXB,SYD,12000,1,Wed,18,6.11,True,1,17,251,350,0.719,3942.74
Emirates,DXB,LHR,5500,7,Wed,17,4.57,True,0,0,264,350,0.756,2952.49
British Airways,DXB,SIN,5900,4,Wed,15,5.2,False,0,0,215,350,0.615,2717.07
Qatar Airways,DXB,CDG,5200,8,Sun,10,3.68,False,1,17,208,350,0.596,2572.21
Etihad,DXB,FRA,4800,10,Fri,15,9.2,False,0,0,231,350,0.663,2646.22
British Airways,DXB,FRA,4800,12,Tue,10,5.45,True,0,0,329,350,0.94,3206.12
Turkish Airlines,DXB,BKK,4900,7,Sat,9,4.92,True,0,0,350,350,1.0,3346.2
Emirates,DXB,BKK,4900,6,Wed,2,5.81,True,0,0,332,350,0.95,3244.11
Emirates,DXB,LHR,5500,9,Wed,4,5.41,False,0,0,240,350,0.686,2806.08
Emirates,DXB,CDG,5200,7,Wed,12,7.47,True,0,0,342,350,0.978,3361.17
Emirates,DXB,BOM,1900,9,Sun,9,3.06,False,0,0,279,350,0.799,2416.41
Qatar Airways,DXB,BOM,1900,12,Tue,12,2.38,True,1,72,350,350,1.0,2752.2
British Airways,DXB,FRA,4800,9,Mon,13,4.31,False,0,0,187,350,0.536,2390.36
Emirates,DXB,SIN,5900,5,Sat,12,3.38,False,0,0,217,350,0.623,2733.56
Emirates,DXB,BOM,1900,10,Tue,21,6.42,False,0,0,169,350,0.483,1890.38
Singapore Airlines,DXB,NRT,7900,6,Mon,11,3.35,True,1,35,263,350,0.753,3349.29
Qatar Airways,DXB,CDG,5200,2,Tue,14,5.71,False,0,0,216,350,0.618,2616.91
Qatar Airways,DXB,JNB,6400,12,Thu,12,5.65,True,0,0,317,350,0.906,3436.54
Emirates,DXB,SIN,5900,8,Fri,15,2.84,False,0,0,291,350,0.833,3185.23
Emirates,DXB,FRA,4800,4,Thu,4,6.82,False,0,0,301,350,0.862,3048.47
Qatar Airways,DXB,NRT,7900,5,Fri,22,4.74,False,0,0,248,350,0.71,3246.82
Etihad,DXB,CDG,5200,2,Fri,21,4.86,False,0,0,238,350,0.68,2745.29
Emirates,DXB,CDG,5200,4,Sat,19,6.53,False,0,0,281,350,0.803,2999.41
Etihad,DXB,CDG,5200,4,Sun,14,7.77,False,0,0,296,350,0.847,3089.31
Etihad,DXB,BKK,4900,7,Sat,10,7.1,True,0,0,277,350,0.793,2926.4
Emirates,DXB,NRT,7900,9,Tue,6,6.86,False,0,0,197,350,0.566,2903.02
Qatar Airways,DXB,SIN,5900,2,Wed,19,8.17,False,0,0,187,350,0.536,2546.65
Qatar Airways,DXB,FRA,4800,5,Sun,10,4.01,False,0,0,239,350,0.683,2687.14
Qatar Airways,DXB,JFK,11000,12,Sun,16,3.57,True,1,28,297,350,0.849,4136.58
Singapore Airlines,DXB,SYD,12000,10,Wed,7,8.03,False,0,0,225,350,0.643,3724.84
British Airways,DXB,CDG,5200,10,Sun,4,5.25,False,0,0,281,350,0.803,2999.18
British Airways,DXB,BOM,1900,2,Tue,1,3.5,False,0,0,217,350,0.622,2120.92
Qatar Airways,DXB,BOM,1900,2,Thu,6,3.39,False,0,0,307,350,0.879,2550.99
Emirates,DXB,JFK,11000,9,Sat,1,7.43,False,0,0,337,350,0.964,4455.02
Emirates,DXB,SIN,5900,2,Sat,1,4.74,False,0,0,287,350,0.823,3163.21
British Airways,DXB,BKK,4900,6,Sat,15,6.31,True,0,0,304,350,0.87,3083.23
Qatar Airways,DXB,FRA,4800,11,Wed,4,8.78,False,0,0,287,350,0.822,2968.28
Emirates,DXB,CDG,5200,12,Mon,12,5.3,True,1,42,287,350,0.821,3036.26
Etihad,DXB,SIN,5900,11,Thu,22,8.32,False,0,0,257,350,0.737,2978.28
Emirates,DXB,SYD,12000,1,Thu,18,7.0,True,0,0,307,350,0.877,4398.31
British Airways,DXB,SIN,5900,12,Wed,7,4.58,True,0,0,271,350,0.776,3062.43
Emirates,DXB,CDG,5200,8,Wed,21,6.92,False,0,0,241,350,0.691,2766.92
Emirates,DXB,LHR,5500,2,Fri,19,3.27,False,0,0,303,350,0.866,3184.6
Qatar Airways,DXB,SYD,12000,5,Wed,11,6.65,False,0,0,272,350,0.777,4110.81
Singapore Airlines,DXB,CDG,5200,3,Sat,12,8.02,False,0,0,301,350,0.862,3119.95
Emirates,DXB,SIN,5900,6,Wed,18,5.42,True,0,0,234,350,0.67,2834.53
Emirates,DXB,FRA,4800,11,Fri,8,7.29,False,0,0,217,350,0.622,2563.37
Emirates,DXB,NRT,7900,10,Wed,10,7.0,False,0,0,202,350,0.579,2935.54
Emirates,DXB,CDG,5200,1,Tue,0,5.06,True,0,0,314,350,0.899,3197.84
Singapore Airlines,DXB,FRA,4800,11,Sun,3,7.9,False,0,0,216,350,0.62,2559.46
Etihad,DXB,SIN,5900,5,Sat,20,4.44,False,0,0,248,350,0.711,2924.14
